VOLUME 1	VARIOUS CP/M UTILITY PROGRAMS
NUMBER	SIZE	NAME		COMMENTS
Volume 71	SIG/M Volume 019/Pascal Z Users Group 001
Volume 72	SIG/M Volume 020/Pascal Z Users Group 002
Volume 73	SIG/M Volume 021/Pascal Z Users Group 003
Volume 74	SIG/M Volume 022/Pascal Z Users Group 004
Volume 75	SIG/M Volume 023/Pascal Z Users Group 005
Volume 76	SIG/M Volume 024/Pascal Z Users Group 006
Volume 77	SIG/M Volume 025/Pascal Z Users Group 007

Volume 78    	Utility disk. 

078.1	 4K	/.ASM		Quickie SUBMIT from command
078.2	 1K	/.COM		 line.
078.3	 1K	/DUP.COM	Same as /.ASM but produces a second copy 
078.4	10K	BMAPORIG.ASM	Prints 2.2 disk allocation
078.5	 1K	BMAPORIG.COM	 bit map
078.6	 2K	CRCK.COM	to check files on this disk
078.7	 2K	CRCKLIST.078	File of all file CRC's
078.8	 3K	D.COM		Type D to see if any files lost
078.9	10K	DUH.COM		Disk Utility for the H/Z-89
078.10	 3K	DUH.Z80		Source for DU relocator
078.11	51K	DUU.ASM		Disk Utility Universal, works
078.12	 7K	DUU.COM		 with 1.4 and 2.2
078.13	14K	DUU.DOC		DOC on above
078.14	 8K	EPROM.ASM	SSM PB1 PROM prog. rtn.
078.15	 2K	EPROM.DOC	DOC on above
078.16	 4K	FMAP.COM	File map updated 
078.17	 1K	IF.COM		Continue or abort a SUBMIT
078.18	 2K	LPRINT.ASM	Paginated file output to LIST
078.19	12K	MAKE.ASM	Make a file a different user #
078.20	 3K	NOTATE.ASM	Add comments to an .ASM file
078.21	 1K	NOTATE.COM	.COM of above
078.22	 3K	PATCH.ASM	Patch CP/M to show user: "A0>"
078.23	 1K	REPEAT.COM	Repeat a SUBMIT "nn" times.
078.24	10K	SDCOPY.ASM	Single-disk file copy program
078.25	 1K	SDCOPY.COM		"
078.26	 3K	SDCOPY.DOC		"
078.27	14K	SWAPCOPY.ASM	Another single disk file copy
078.28	 2K	SWAPCOPY.COM		program
078.29	 3K	SWAPCOPY.DOC		"
078.30	 1K	TestProt.BAS	Sample to test UN.COM
078.31	 5K	UN.COM		Unprotect MBASIC programs
078.32	23K	XREFPRN.ASM	Prints a cross-reference from
078.33	 3K	XREFPRN.COM	 a PRN file to CP/M LIST device

VOLUME 079	MODEM programs for PMMI, SMARTMODEM, Serial I/O.

079.1	16K	MODEM7.DOC	Documentation for MODEM 7 and higher.
079.2	14K	MODEM7.LIB	MACLIB file for use with MODEM741.ASM.
079.3	66K	MODEM741.ASM	Assembler source for MODEM version 7.41.
079.4	10K	MODEM741.COM	Object code of above program.
079.5	4K	MODEM741.SET	Patching instructions for MODEM741.COM.
079.6	1K	MODEM7X.BUG	Bug report.
079.7	85K	SMODEM37.ASM	Assembler source for SMODEM version 3.7
079.8	26K	SMODEM37.DOC	Documentation for the above program.

VOLUME 80	Cromemco Structured Basic programs

80.1	 2K	BACKUP.STB	Part of mail list system
80.2	 6K	CEDIT.STB	Part of spelling program
80.3	 2K	CHECK.DAT	Part of spelling program
80.4	 8K	CONV-ASC.STB	Convert MBASIC to Cromemco
80.5	 6K	CONV-BAS.STB		structured BASIC
80.6	 2K	DATE.STB	Part of mail list system
80.7	10K	DEDIT.STB	Part of spelling program
80.8	 2K	DICTION.DAT	Part of spelling program
80.9	12K	GRADER.STB	Text evaluation program
80.10	 4K	MMENU.STB	Part of mail list system
80.11	 2K	PRN-TEST.STB	Printer test program
80.12	10K	REC-EDIT.STB	Part of mail list system
80.13	 8K	REC-PRN.STB	Part of mail list system
80.14	 2K	SMENU.STB	Part of spelling program
80.15	 8K	SORTS.STB	Sort routines
80.16	 2K	SPEAR.STB	Statistics program
80.17	 6K	SPELL.STB	Part of spelling program
80.18	10K	STAT.STB	Statistics program
80.19	20K	TRADE.STB	Game prog with no GOTOs!
80.20	 4K	TRANSFER.STB	Part of spelling program
80.21	24K	TREK.STB	Yes, Startrek
80.22	16K	TRK-HELP.STB	More Startrek stuff
80.23	 6K	UTILITY.STB	"Unnum" and renum BASIC progs
80.24	40K	WORDLIST.TXT	Part of spelling program
80.25	 2K	X2.STB		Statistics program
80.26	 2K	ZIPSORT.STB	Part of mail list system

VOLUME 81	CP/M Utility disk.  Submit replacement, editor, text processor,
		hard disk backup utility, etc.

81.1	10K	AUTOLOAD.COM	Write initial CP/M command into
81.2	 3K	AUTOLOAD.DOC		CCP on disk.
81.3	28K	BACKUP.ASM	Back up hard disk to multiple
81.4	 7K	BACKUP.DOC		floppy disks
81.5	 7K	BAUDSET.ASM	Set baudrate for 
81.6	 2K	BAUDSET.DOC		serial board
81.7	25K	EDITM.ASM	Update of CPMUG volume 16 
81.8	 3K	EDITM.COM		editor, with new
81.9	 4K	EDITM.DOC		features.
81.10	16K	FLOPCOPY.ASM	Copy floppy via hard disk when
81.11	 2K	FLOPCOPY.DOC		only 1 floppy drive
81.12	42K	POW2.ASM	"Processor of Words" - text
81.13	 5K	POW2.COM		processing prog.
81.14	 4K	POW2.DOC	"	"
81.15	23K	POW2.MAN	Manual on above
81.16	 2K	POW2.TST	Test document
81.17	22K	SUPERSUB.ASM	Super submit program, allowing
81.18	 3K	SUPERSUB.COM		nested submits,
81.19	15K	SUPERSUB.DOC		etc.

VOLUME 082 	North Star BIOS routines by Steve Bogolub.

82.1	53K	MBIOS56.ASM	Bios with PMMI MODEM drivers
82.2	55K	NBIOS56.ASM	North Star BIOS
82.3	16K	NSBIOS.DOC	DOC on above
82.4	35K	NSCOPY.ASM	Disk format and copy program
82.5	12K	NSGEN.ASM	Sysgen program
82.6	21K	SDNBIOS.ASM	Single density N* BIOS
82.7	 2K	SDNBOOT.ASM	Single density N* BOOT
82.8	11K	SDNSGEN.ASM	Single density N* SYSGEN
82.9	 8K	SDNUSER.ASM	Single density N* user area

VOLUME 83	Extensions for commercial languages:
		1. MuMath/MuSimp enhancements    (Gerald A. Edgar)
		2. CBASIC complex math routines  (E.R. Le Clear)
		3. CP/M functions for Fortran-80 (William R. Brandoni)

83.1	 6K	ARITH%.MUS	muMATH arithmetic
83.2	 2K	ATRG.TRG	muMATH inverse trig functions
83.3	 1K	INT%.DIF	muMATH integrals
83.4	 1K	LIM%.DIF	muMATH limits
83.5	 1K	LOG%.ALG	muMATH logarithms
83.6	12K	MUMATH%.DOC	explanations of the files
83.7	10K	SERIES%.DIF	muMATH infinite series
83.8	 5K	SOLVE4%.EQN	muMATH solution of equations
83.9	 3K	TRGNEG%.ALG	muMATH trigonometric functions
83.10	11K	APPENDIX.DOC	Appendix to CMATH/DOC. matrix math, etc.
83.11	13K	CMATH.DOC	Documentation for other complex math files
83.12	12K	COMCALC.BAS	Source code for "calculator" mode complex
83.13	 5K	COMCALC.INT	Compiled COMCALC/BAS
83.14	 6K	COMDISK.DOC	DOC for complex subroutines XXXXXX.SRT
83.15	 1K	DIVCOM.SRT	Divide two complex quantities
83.16	 8K	LPFILTAN.BAS	Source code for multipole filter analysis
83.17	 4K	LPFILTAN.INT	Compiled LPFILTAN.BAS
83.18	 1K	MPYCOM.SRT	Multiply two complex quantities
83.19	 1K	MTXMPY.SRT	Matrix multiplication
83.20	 1K	PAR/SER.SRT	Parallel to serial impedance convert
83.21	 1K	POL/REC.SRT	Complex polar to rectangular convert
83.22	 1K	REC/POL.SRT	Complex rectangular to polar convert
83.23	 1K	REFC/Z.SRT	Reflection coefficient to Z conv
83.24	 1K	SER/PAR.SRT	Serial to parallel impedance convert
83.25	 2K	SMATX.SRT	convert S matrix to X matrix
83.26	 2K	XMATS.SRT	Convert X matrix to S matrix
83.27	 2K	YZZY.SRT	convert Y to Z or Z to Y matrix
83.28	 1K	Z/REFC.SRT	Z to reflection coefficient convert
83.29	 1K	ZXXZ.SRT	Convert Z to X or X to Z matrix
83.30	 3K	CONTENT.DSK	Brief description of disk contents.
83.31	12K	CPMFN.MAC	Microsoft M80 source for part of CPMLIB.
83.32	 1K	CPMFN.REL	Assembled version of CPMFN.MAC
83.33	 3K	CPMFNA.MAC	Microsoft M80 source for part of CPMLIB.
83.34	 1K	CPMFNA.REL	Assembled version of CPMFNA.MAC
83.35	30K	CPMINT.FOR	Microsoft F80 source for part of CPMLIB.
83.36	 5K	CPMINT.REL	Compiled version of CPMINT.FOR
83.37	17K	CPMLIB.DOC	Documentation on the use of CPMLIB. 
83.38	 4K	CPMLIB.MOD	Documentation on methods to modify or add
83.39	 6K	CPMLIB.REL	Interface library
83.40	 5K	TEST.FOR	FORTRAN source for program to test library.

VOLUME 084	MODEM version 7.65, RCPMLIST version 25A, XMODEM version 5.0

084.1	16K	MODEM7.DOC	Documentation for MODEM program [ CPMUG 79]
084.2	14K	MODEM76.LIB	Macro library used with MODEM 7.65
084.3	6K	MODEM76.SET	Instructions for "hot-patching" MODEM
084.4	63K	MODEM765.ASM	Macro assembler source code for MODEM 7.65
084.5	10K	MODEM765.COM	Object code of MODEM 7.65
084.6	27K	RCPMLIST.25A	List of RCPM systems using XMODEM.
084.7	18K	SEQIO22.LIB	Macro library used with XMODEM 5.0
084.8	3K	XMODEM47.DOC	Documentation for XMODEM program
084.9	49K	XMODEM50.ASM	Assembler source code for XMODEM 5.0
084.10	1K	XMODEM51.FIX	Notes on a bug fix for XMODEM

VOLUME 085	BYE 7.9 remote user i/o program

085.2	15K	BYE79.DOC	Documentation for BYE 7.9
085.3	48K	SD-44.ASM	8080 Assembler source code for SD 4.4
085.4	14K	SD-44.DOC	Documentation for SD 4.4
085.5	16K	SQ-16.COM	8080 object file for SQUEEZE 1.6
085.6	23K	SQUEEZ16.DOC	Documentation for SQUEEZE and UNSQUEEZE
085.7	12K	USQ-19.COM	8080 object file for UNSQUEEZE 1.9

VOLUME 086 	BusinessMaster II  - CLASIC accounting system - 5 vols 

VOLUME 087	BusinessMaster II  - CBASIC accounting system - 5 vols

VOLUME 088 	BusinessMaster II  - CBASIC accounting system - 5 vols

Volume 089  	BusinessMaster II  - CBASIC accounting system - 5 vols

Volume 090   	BusinessMaster II  - CBASIC accounting system - 5 vols


VOLUME 91   Microsoft Fortran programs:
		
91.1	 26K	ARIT.COM	(1) Executable arithmetic functions.
91.2	  4K	ARIT.FOR	(1) Arithmetic functions.
91.3	  1K	ARIT#.SUB	(1) Submit file.
91.4	  2K	DISKIO.BAS	(1) Disk file I/O in BASIC.
91.5	 21K	FFT.COM		(1) Executable FFT program.
91.6	 27K	FFT.FOR		(1) 1024 point FFT.
91.7	  4K	FFT#.SUB	(1) Submit file.
91.8	  6K	HI.FOR		(1) DMP2 driver.
91.9	  2K	HIA.MAC		(1) DMP2 driver.
91.10	  1K	NAME.FOR	(1) Filename getter.
91.11	  4K	PLOT.FOR	(1) Plotter plot routine.
91.12	  9K	PRINT80.COM	(2) COM of PRINT80.FOR
91.13	  1K	PRINT80.DOC	(2) DOC PRINT80.FOR
91.14	  4K	PRINT80.FOR	(2) Compresses M80 PRN files
91.15	  4K	PRINT80.REL	(2) REL of PRINT80.FOR
91.16	 10K	PRINT81.COM	(2) COM of PRINT81.FOR
91.17	  6K	PRINT81.FOR	(2) Print FORTRAN and ASM files
				    with page ejects and titles
91.18	  5K	PRINT81.REL	(2) REL of PRINT81.FOR
91.19	  1K	QCHEK.MAC	(1) Checks for abort (Q) command.
91.20	 17K	SPECTRUM.DOC	(1) Documentation.
91.21	  5K	TTYPLOT.FOR	(1) Printer plot routine.
91.22	  2K	TWIDDLE.FOR	(1) Generates twiddle factor table.
91.23	  8K	UTIL.FOR	(1) Utility program.
91.24	  1K	UTIL#H.SUB	(1) Submit file.
91.25	  1K	UTIL#T.SUB	(1) Submit file.
91.26	 25K	UTIL-HI.COM	(1) DMP2 version of UTIL.COM.
91.27	 24K	UTIL-TTY.COM	(1) TTY version of UTIL.COM.
91.28	  5K	WIND.FOR	(1) Window functions.

VOLUME 92 	SECRTARY word processing program.

                SEE SIG/M VOL 109        
